,index,name,p_raw,p_corr,es,index_name
141156,L6 CT Grp_2,Eno2-213_ENSMUST00000149652,1.7469514002381942e-06,0.009630943069513164,0.8073385021218864,L6 CT Grp_2_Eno2
221976,L6 CT Nxph2_1,Deptor-202_ENSMUST00000096433,9.93499230430794e-07,0.004656530893029131,0.8110106621740589,L6 CT Nxph2_1_Deptor
56863,L6 CT Gpr139,2610301B20Rik-201_ENSMUST00000080517,4.927061257659206e-09,3.174998274435592e-05,0.8243219481415536,L6 CT Gpr139_2610301B20Rik
4677,L6 CT Gpr139,Ctsd-201_ENSMUST00000066401,1.8869124235792206e-08,0.00012159263657544497,0.8247355295894105,L6 CT Gpr139_Ctsd
62523,L6 CT Gpr139,Cisd3-201_ENSMUST00000107583,3.033819172382191e-08,0.00019549930746830837,0.8446432496481693,L6 CT Gpr139_Cisd3
37448,L6 CT Gpr139,Hdac11-201_ENSMUST00000041736,1.117415058183529e-06,0.0072006226349346615,0.8464966270761591,L6 CT Gpr139_Hdac11
326969,L6 CT Nxph2_2,Hnrnpa1-202_ENSMUST00000087351,1.4960572087648688e-06,0.005278089832522457,0.8469288121405816,L6 CT Nxph2_2_Hnrnpa1
61382,L6 CT Gpr139,Cops9-204_ENSMUST00000148508,1.0871224196893241e-06,0.007005416872478005,0.8473784633150894,L6 CT Gpr139_Cops9
156934,L6 CT Grp_2,Fundc1-201_ENSMUST00000026016,1.4682927699487037e-08,8.094698040727203e-05,0.8559774058146021,L6 CT Grp_2_Fundc1
54929,L6 CT Gpr139,Tmem191c-202_ENSMUST00000231322,1.969484270458113e-07,0.0012691356638832082,0.864234128580442,L6 CT Gpr139_Tmem191c
27685,L6 CT Gpr139,Ccnl2-205_ENSMUST00000139066,1.5640449326167986e-07,0.001007870554578265,0.8671840936977979,L6 CT Gpr139_Ccnl2
190012,L6 CT Grp_2,Lrp1b-203_ENSMUST00000133104,9.894322543951927e-07,0.0054547400184806975,0.882695220503301,L6 CT Grp_2_Lrp1b
45708,L6 CT Gpr139,Os9-201_ENSMUST00000080975,1.6785381837652837e-07,0.0010816500056183489,0.8938258053010535,L6 CT Gpr139_Os9
156779,L6 CT Grp_2,Prdx5-203_ENSMUST00000149261,4.654067697783519e-12,2.5657875217880542e-08,0.9207941744673196,L6 CT Grp_2_Prdx5
3411,L6 CT Gpr139,Cadm3-202_ENSMUST00000111220,7.525780616367637e-07,0.004849613029187305,0.947762537766593,L6 CT Gpr139_Cadm3
47514,L6 CT Gpr139,Svop-201_ENSMUST00000058472,9.407429108407765e-08,0.0006062147317457964,0.9510666896421474,L6 CT Gpr139_Svop
30376,L6 CT Gpr139,Creld1-201_ENSMUST00000032422,1.3498113562865253e-08,8.698184379910368e-05,0.9656702414624627,L6 CT Gpr139_Creld1
35493,L6 CT Gpr139,Nt5m-201_ENSMUST00000102695,4.2368633345498935e-08,0.00027302347327839516,0.9702474144794855,L6 CT Gpr139_Nt5m
21416,L6 CT Gpr139,Ptpn4-201_ENSMUST00000064091,1.1938566976245528e-06,0.0076932125594926185,0.9741965790463472,L6 CT Gpr139_Ptpn4
190041,L6 CT Grp_2,Trappc1-202_ENSMUST00000102601,1.1067553181491351e-07,0.0006101542068956182,0.9742740989189285,L6 CT Grp_2_Trappc1
39367,L6 CT Gpr139,Syt1-202_ENSMUST00000105276,5.6315563035981896e-08,0.00036289748820386735,1.0222411080282807,L6 CT Gpr139_Syt1
205443,L6 CT Grp_2,3110039M20Rik-201_ENSMUST00000127041,1.2828880897852636e-06,0.007072562038986158,1.0279022320737794,L6 CT Grp_2_3110039M20Rik
37959,L6 CT Gpr139,Dbn1-201_ENSMUST00000021950,1.5239393897533493e-07,0.0009820265427570583,1.0292939794666447,L6 CT Gpr139_Dbn1
24795,L6 CT Gpr139,Slc6a17-206_ENSMUST00000168211,6.463370616897379e-07,0.004164996025528671,1.0671219795075473,L6 CT Gpr139_Slc6a17
279334,L6 CT Nxph2_2,Hlf-201_ENSMUST00000004051,3.201505791394237e-10,1.1294912432038868e-06,1.1043822055437686,L6 CT Nxph2_2_Hlf
329959,L6 CT Nxph2_2,Pbx1-205_ENSMUST00000176540,1.6887701053478084e-07,0.0005957980931667068,1.1560080440032237,L6 CT Nxph2_2_Pbx1
48637,L6 CT Gpr139,Kcnj6-201_ENSMUST00000095873,1.2761181541476135e-08,8.223305385327222e-05,1.200719015903629,L6 CT Gpr139_Kcnj6
171622,L6 CT Grp_2,Il34-201_ENSMUST00000076846,1.4574492659979205e-06,0.008034917803446536,1.2057603971554314,L6 CT Grp_2_Il34
56891,L6 CT Gpr139,Tcea2-206_ENSMUST00000129686,2.882795575296478e-07,0.0018576734687210505,1.2568515664741045,L6 CT Gpr139_Tcea2
56893,L6 CT Gpr139,Tcea2-208_ENSMUST00000136145,1.6800616328262272e-07,0.0010826317161932207,1.3086986531636495,L6 CT Gpr139_Tcea2
307638,L6 CT Nxph2_2,Psmc4-205_ENSMUST00000138512,2.9736103215956856e-07,0.001049089721458958,1.3274372310122184,L6 CT Nxph2_2_Psmc4
153318,L6 CT Grp_2,Ly6e-213_ENSMUST00000191127,1.6853796665863467e-07,0.0009291498101890529,1.4045145914611772,L6 CT Grp_2_Ly6e
14974,L6 CT Gpr139,Ly6e-213_ENSMUST00000191127,7.103975703323556e-23,4.5778019432217e-19,1.680804220781794,L6 CT Gpr139_Ly6e
48450,L6 CT Gpr139,Nrep-203_ENSMUST00000171533,1.3630040979899558e-06,0.008783198407447275,1.7713045242530039,L6 CT Gpr139_Nrep
300105,L6 CT Nxph2_2,Snap25-202_ENSMUST00000110098,3.4599751754867725e-08,0.00012206792419117333,1.8099583307183247,L6 CT Nxph2_2_Snap25
333789,L6 CT Nxph2_2,Ntm-209_ENSMUST00000151977,1.2039107675151968e-07,0.00042473971877936143,2.5415481467344776,L6 CT Nxph2_2_Ntm
