,index,gene_name,p_raw,p_bonferroni,mean_log1p,mean_norm
332,Sncg,Gad2,6.055224971615383e-169,7.690135713951536e-167,8.11323845882878,4278.066672777633
333,Sncg,Dscaml1,2.6093108407451266e-162,3.313824767746311e-160,4.996016097354123,8055.4340551160585
334,Sncg,Camk2d,1.1244412247008972e-117,1.4280403553701395e-115,5.749795158462924,11880.690225730581
335,Sncg,Ptprm,3.7169116893640034e-115,4.720477845492284e-113,5.3752787836577225,12255.85593864789
336,Sncg,Tac2,3.618566174094393e-86,4.595579041099879e-84,6.684355474796022,1421.6704737200985
337,Sncg,Calb1,1.6610935638004043e-75,2.1095888260265134e-73,6.653187229685868,1952.531619160088
338,Sncg,Vip,3.5810744065569876e-53,4.547964496327374e-51,7.769146904840319,2975.5534469317986
339,Sncg,Rab3b,3.66376190887698e-35,4.652977624273765e-33,7.582379701437063,2689.8519317664422
340,Sncg,Pou3f3,5.471532823869125e-14,6.948846686313789e-12,8.140773456901536,22706.056324804278
341,Sncg,Pvalb,4.3520336736765417e-10,5.527082765569208e-08,6.756693069771963,1748.4185394562287
342,Sst,Calb1,0.0,0.0,6.653187229685868,1952.531619160088
343,Sst,Ubash3b,0.0,0.0,3.3033018106667407,4501.627730659886
344,Sst,Sulf2,0.0,0.0,6.626607869072078,26066.169358077266
345,Sst,Sst,0.0,0.0,4.811936209652368,1662.5282518239917
346,Sst,Slc32a1,0.0,0.0,2.464528810492325,6768.66367403154
347,Sst,Slc30a3,0.0,0.0,5.943245743965583,24946.69162543843
348,Sst,Rab3b,0.0,0.0,7.582379701437063,2689.8519317664422
349,Sst,Ptprm,0.0,0.0,5.3752787836577225,12255.85593864789
350,Sst,Pou3f3,0.0,0.0,8.140773456901536,22706.056324804278
351,Sst,Vip,0.0,0.0,7.769146904840319,2975.5534469317986
352,Sst,Nxph1,0.0,0.0,1.8999393789084962,2269.4636290265003
353,Sst,Grm1,0.0,0.0,4.049070711040447,4475.494891107707
354,Sst,Grin3a,0.0,0.0,2.965906905498022,4050.674082383162
355,Sst,Grik1,0.0,0.0,2.0376603782304286,2879.953872679508
356,Sst,Gad2,0.0,0.0,8.11323845882878,4278.066672777633
357,Sst,Gad1,0.0,0.0,4.436204908696757,2714.8697259363025
358,Sst,Elfn1,0.0,0.0,1.7754625581647983,1835.6970996625414
359,Sst,Dscaml1,0.0,0.0,4.996016097354123,8055.4340551160585
360,Sst,Cnr1,0.0,0.0,3.930099398436411,1060.8075122345476
361,Sst,Cdh13,0.0,0.0,4.070672935236216,7835.282742068294
362,Sst,Lhx6,0.0,0.0,1.3104258089019527,1660.3256901762322
363,Sst,Wipf3,0.0,0.0,7.091402494733177,28773.638538092193
364,Sst,Tac2,1.5093073811849812e-143,1.916820374104926e-141,6.684355474796022,1421.6704737200985
365,Sst,Pvalb,1.57141962480454e-29,1.9957029235017657e-27,6.756693069771963,1748.4185394562287
366,Sst_Chodl,Sst,1.7420780689616676e-247,2.212439147581318e-245,4.811936209652368,1662.5282518239917
367,Sst_Chodl,Nos1,1.468330926768257e-186,1.8647802769956864e-184,2.1968370112516196,2636.275344568118
368,Sst_Chodl,Gad1,1.55456157130051e-181,1.9742931955516475e-179,4.436204908696757,2714.8697259363025
369,Sst_Chodl,Ptprt,7.569373550830357e-160,9.613104409554553e-158,6.993373561602484,20665.325454992864
370,Sst_Chodl,Grik1,2.2130355416784537e-159,2.810555137931636e-157,2.0376603782304286,2879.953872679508
371,Sst_Chodl,Col25a1,1.2473662274466615e-153,1.5841551088572603e-151,3.952292335006102,4292.697210734133
372,Sst_Chodl,Sox6,1.5369633768635724e-152,1.9519434886167368e-150,2.109691965827019,2393.1364375312555
373,Sst_Chodl,Slc32a1,1.262123296918294e-148,1.6028965870862333e-146,2.464528810492325,6768.66367403154
374,Sst_Chodl,Cdh13,3.818569489228912e-145,4.8495832513207175e-143,4.070672935236216,7835.282742068294
375,Sst_Chodl,Rab3b,4.223934395499079e-137,5.3643966822838303e-135,7.582379701437063,2689.8519317664422
376,Sst_Chodl,Grin3a,4.607557309933672e-135,5.8515977836157634e-133,2.965906905498022,4050.674082383162
377,Sst_Chodl,Alk,5.55428589954495e-127,7.053943092422086e-125,1.5839441342370524,1206.2241028028743
378,Sst_Chodl,Vip,1.1550449270813633e-123,1.4669070573933314e-121,7.769146904840319,2975.5534469317986
379,Sst_Chodl,Nkain3,6.5402965480294e-117,8.306176615997338e-115,1.3179320418180813,744.6630847984765
380,Sst_Chodl,Chrm2,1.3452315880607582e-114,1.708444116837163e-112,2.3644076951583766,2395.8727436263084
381,Sst_Chodl,Grm1,1.8546698721787782e-111,2.3554307376670485e-109,4.049070711040447,4475.494891107707
382,Sst_Chodl,Lhx6,6.823227837116453e-103,8.665499353137895e-101,1.3104258089019527,1660.3256901762322
383,Sst_Chodl,Nxph1,1.6634189008096346e-98,2.112542004028236e-96,1.8999393789084962,2269.4636290265003
384,Sst_Chodl,Ptpru,1.1792344258099294e-96,1.4976277207786102e-94,3.666147918341713,5579.356901018134
385,Sst_Chodl,Sulf2,6.279790064008191e-78,7.975333381290402e-76,6.626607869072078,26066.169358077266
386,Sst_Chodl,Bcl11b,8.899470519466763e-78,1.1302327559722788e-75,4.332060794372322,10156.923229744621
387,Sst_Chodl,Gad2,2.3412692150659846e-72,2.9734119031338e-70,8.11323845882878,4278.066672777633
388,Sst_Chodl,Cnr1,5.318347055702211e-55,6.7543007607418075e-53,3.930099398436411,1060.8075122345476
389,Sst_Chodl,Ptprm,2.279964836210867e-50,2.895555341987801e-48,5.3752787836577225,12255.85593864789
390,Sst_Chodl,Tac2,7.892449573574236e-47,1.002341095843928e-44,6.684355474796022,1421.6704737200985
391,Sst_Chodl,Calb1,8.082671917297998e-32,1.0264993334968458e-29,6.653187229685868,1952.531619160088
392,Sst_Chodl,Camk2d,3.2638796621362334e-28,4.145127170913016e-26,5.749795158462924,11880.690225730581
393,Sst_Chodl,Penk,1.1842622189923437e-11,1.5040130181202766e-09,6.170282774826138,1135.986996490147
394,VLMC,Gfap,0.0,0.0,3.136578548897336,10166.199167910401
395,VLMC,Igf2,0.0,0.0,1.18224633340107,4552.719962674953
396,VLMC,Igfbp5,0.0,0.0,7.364940309429239,24251.72331341935
397,VLMC,Timp3,0.0,0.0,4.9112716828925125,14354.259676097734
398,VLMC,Trp53i11,0.0,0.0,4.336927316315007,9184.42777639549
399,Vip,Asic4,0.0,0.0,0.9341847179200493,1140.6465549489149
400,Vip,Camk2d,0.0,0.0,5.749795158462924,11880.690225730581
401,Vip,Cnr1,0.0,0.0,3.930099398436411,1060.8075122345476
402,Vip,Gad1,0.0,0.0,4.436204908696757,2714.8697259363025
403,Vip,Gad2,0.0,0.0,8.11323845882878,4278.066672777633
404,Vip,Prox1,0.0,0.0,1.4999248714686582,2778.3761928165354
405,Vip,Slc32a1,0.0,0.0,2.464528810492325,6768.66367403154
406,Vip,Vip,0.0,0.0,7.769146904840319,2975.5534469317986
407,Vip,Tac2,1.486151725070468e-262,1.887412690839494e-260,6.684355474796022,1421.6704737200985
408,Vip,Calb1,4.448368737201435e-194,5.649428296245822e-192,6.653187229685868,1952.531619160088
409,Vip,Pou3f3,1.2886951414644667e-175,1.6366428296598727e-173,8.140773456901536,22706.056324804278
410,Vip,Penk,2.1544976399272968e-75,2.736212002707667e-73,6.170282774826138,1135.986996490147
411,Vip,Rab3b,7.955129102173092e-31,1.0103013959759826e-28,7.582379701437063,2689.8519317664422
412,striatum,Bcl11b,0.0,0.0,4.332060794372322,10156.923229744621
413,striatum,Tenm3,0.0,0.0,5.620546275838911,10128.173393414283
414,striatum,Syt6,0.0,0.0,2.3030970621666733,7081.051266528722
415,striatum,Syndig1,0.0,0.0,5.54614907175225,9563.14195599889
416,striatum,Slc32a1,0.0,0.0,2.464528810492325,6768.66367403154
417,striatum,Shisa9,0.0,0.0,5.8917551769122705,9289.695942429238
418,striatum,Rab3b,0.0,0.0,7.582379701437063,2689.8519317664422
419,striatum,Thsd7a,0.0,0.0,3.12255373157311,5100.767769624173
420,striatum,Wipf3,0.0,0.0,7.091402494733177,28773.638538092193
421,striatum,Meis2,0.0,0.0,4.811952403029983,7145.082299410478
422,striatum,Gad2,0.0,0.0,8.11323845882878,4278.066672777633
423,striatum,Gad1,0.0,0.0,4.436204908696757,2714.8697259363025
424,striatum,Foxp2,0.0,0.0,2.222380356726151,4912.752523220351
425,striatum,Cnr1,0.0,0.0,3.930099398436411,1060.8075122345476
426,striatum,Cdh13,0.0,0.0,4.070672935236216,7835.282742068294
427,striatum,Penk,0.0,0.0,6.170282774826138,1135.986996490147
428,striatum,Pou3f3,4.681303868249859e-31,5.945255912677321e-29,8.140773456901536,22706.056324804278
429,striatum,Tac2,7.586426052954684e-26,9.634761087252448e-24,6.684355474796022,1421.6704737200985
430,striatum,Calb1,1.0827599811760588e-05,0.0013751051760935947,6.653187229685868,1952.531619160088
