"","x"
"SM-DD449_S71_E1-50",4
"SM-DD449_S72_E1-50",28
"SM-DD449_S73_E1-50",24
"SM-DD449_S74_E1-50",6
"SM-DD449_S75_E1-50",4
"SM-DD449_S76_E1-50",11
"SM-DD449_S77_E1-50",26
"SM-DD449_S78_E1-50",23
"SM-DD449_S79_E1-50",11
"SM-DD449_S80_E1-50",19
"SM-DD44A_S01_E1-50",21
"SM-DD44A_S02_E1-50",12
"SM-DD44A_S03_E1-50",4
"SM-DD44A_S04_E1-50",4
"SM-DD44A_S05_E1-50",4
"SM-DD44A_S06_E1-50",11
"SM-DD44A_S07_E1-50",4
"SM-DD44A_S08_E1-50",18
"SM-DD44A_S09_E1-50",4
"SM-DD44A_S10_E1-50",1
"SM-DD44A_S11_E1-50",7
"SM-DD44A_S12_E1-50",3
"SM-DD44A_S13_E1-50",17
"SM-DD44A_S14_E1-50",11
"SM-DD44A_S15_E1-50",7
"SM-DD44A_S16_E1-50",3
"SM-DD44A_S17_E1-50",18
"SM-DD44A_S18_E1-50",9
"SM-DD44A_S19_E1-50",4
"SM-DD44A_S20_E1-50",17
"SM-DD44A_S21_E1-50",14
"SM-DD44A_S22_E1-50",14
"SM-DD44A_S23_E1-50",10
"SM-DD44A_S24_E1-50",15
"SM-DD44A_S25_E1-50",21
"SM-DD44A_S26_E1-50",12
"SM-DD44A_S27_E1-50",9
"SM-DD44A_S28_E1-50",4
"SM-DD44A_S29_E1-50",21
"SM-DD44A_S30_E1-50",14
"SM-DD44A_S31_E1-50",15
"SM-DD44A_S32_E1-50",6
"SM-DD44A_S81_E1-50",34
"SM-DD44A_S82_E1-50",33
"SM-DD44A_S83_E1-50",33
"SM-DD44A_S84_E1-50",33
"SM-DD44A_S85_E1-50",33
"SM-DD44A_S86_E1-50",62
"SM-DD44A_S87_E1-50",36
"SM-DD44A_S88_E1-50",33
"SM-DD44A_S89_E1-50",36
"SM-DD44A_S90_E1-50",34
"SM-DD44A_S91_E1-50",33
"SM-DD44A_S92_E1-50",34
"SM-DD44A_S93_E1-50",36
"SM-DD44A_S94_E1-50",34
"SM-DD44A_S95_E1-50",34
"SM-DD44A_S96_E1-50",34
"SM-DD44B_S01_E1-50",17
"SM-DD44B_S02_E1-50",9
"SM-DD44B_S03_E1-50",21
"SM-DD44B_S04_E1-50",3
"SM-DD44B_S05_E1-50",9
"SM-DD44B_S06_E1-50",14
"SM-DD44B_S07_E1-50",9
"SM-DD44B_S08_E1-50",3
"SM-DD44B_S09_E1-50",11
"SM-DD44B_S10_E1-50",15
"SM-DD44B_S11_E1-50",17
"SM-DD44B_S12_E1-50",3
"SM-DD44B_S13_E1-50",3
"SM-DD44B_S14_E1-50",2
"SM-DD44B_S15_E1-50",7
"SM-DD44B_S16_E1-50",2
"SM-DD44B_S17_E1-50",3
"SM-DD44B_S18_E1-50",14
"SM-DD44B_S19_E1-50",3
"SM-DD44B_S20_E1-50",21
"SM-DD44B_S21_E1-50",3
"SM-DD44B_S22_E1-50",21
"SM-DD44B_S23_E1-50",4
"SM-DD44B_S24_E1-50",3
"SM-DD44B_S25_E1-50",25
"SM-DD44B_S26_E1-50",16
"SM-DD44B_S27_E1-50",19
"SM-DD44B_S29_E1-50",19
"SM-DD44B_S30_E1-50",9
"SM-DD44B_S31_E1-50",19
"SM-DD44B_S32_E1-50",20
"SM-DD44B_S57_E1-50",33
"SM-DD44B_S58_E1-50",34
"SM-DD44B_S59_E1-50",33
"SM-DD44B_S60_E1-50",33
"SM-DD44B_S61_E1-50",34
"SM-DD44B_S62_E1-50",33
"SM-DD44B_S63_E1-50",36
"SM-DD44B_S64_E1-50",33
"SM-DD44B_S65_E1-50",33
"SM-DD44B_S66_E1-50",33
"SM-DD44B_S67_E1-50",33
"SM-DD44B_S68_E1-50",34
"SM-DD44B_S69_E1-50",34
"SM-DD44B_S70_E1-50",34
"SM-DD44B_S71_E1-50",33
"SM-DD44B_S72_E1-50",36
"SM-DD44C_S02_E1-50",19
"SM-DD44C_S03_E1-50",11
"SM-DD44C_S04_E1-50",20
"SM-DD44C_S05_E1-50",20
"SM-DD44C_S06_E1-50",19
"SM-DD44C_S07_E1-50",20
"SM-DD44C_S08_E1-50",16
"SM-DD44C_S09_E1-50",22
"SM-DD44C_S10_E1-50",19
"SM-DD44C_S11_E1-50",20
"SM-DD44C_S12_E1-50",21
"SM-DD44C_S13_E1-50",23
"SM-DD44C_S14_E1-50",16
"SM-DD44C_S15_E1-50",15
"SM-DD44C_S16_E1-50",19
"SM-DD44C_S18_E1-50",23
"SM-DD44C_S19_E1-50",9
"SM-DD44C_S20_E1-50",4
"SM-DD44C_S21_E1-50",23
"SM-DD44C_S22_E1-50",4
"SM-DD44C_S23_E1-50",25
"SM-DD44C_S24_E1-50",6
"SM-DD44C_S49_E1-50",33
"SM-DD44C_S50_E1-50",33
"SM-DD44C_S51_E1-50",33
"SM-DD44C_S52_E1-50",33
"SM-DD44C_S54_E1-50",35
"SM-DD44C_S55_E1-50",36
"SM-DD44C_S56_E1-50",33
"SM-DD44C_S57_E1-50",36
"SM-DD44C_S58_E1-50",33
"SM-DD44C_S59_E1-50",33
"SM-DD44C_S60_E1-50",33
"SM-DD44C_S61_E1-50",36
"SM-DD44C_S62_E1-50",33
"SM-DD44C_S63_E1-50",35
"SM-DD44D_S25_E1-50",26
"SM-DD44D_S26_E1-50",3
"SM-DD44D_S27_E1-50",27
"SM-DD44D_S28_E1-50",3
"SM-DD44D_S29_E1-50",1
"SM-DD44D_S30_E1-50",4
"SM-DD44D_S31_E1-50",1
"SM-DD44D_S32_E1-50",3
"SM-DD44D_S33_E1-50",3
"SM-DD44D_S34_E1-50",3
"SM-DD44D_S35_E1-50",14
"SM-DD44D_S36_E1-50",4
"SM-DD44D_S37_E1-50",3
"SM-DD44D_S38_E1-50",21
"SM-DD44D_S39_E1-50",3
"SM-DD44D_S40_E1-50",17
"SM-DD44D_S41_E1-50",3
"SM-DD44D_S42_E1-50",7
"SM-DD44D_S43_E1-50",20
"SM-DD44D_S44_E1-50",2
"SM-DD44D_S45_E1-50",3
"SM-DD44D_S46_E1-50",1
"SM-DD44D_S47_E1-50",3
"SM-DD44D_S48_E1-50",9
"SM-DD44D_S49_E1-50",3
"SM-DD44D_S50_E1-50",3
"SM-DD44D_S51_E1-50",19
"SM-DD44D_S52_E1-50",4
"SM-DD44D_S53_E1-50",24
"SM-DD44D_S54_E1-50",22
"SM-DD44D_S55_E1-50",24
"SM-DD44D_S56_E1-50",22
"SM-DD44D_S57_E1-50",34
"SM-DD44D_S58_E1-50",33
"SM-DD44D_S59_E1-50",34
"SM-DD44D_S60_E1-50",33
"SM-DD44D_S61_E1-50",33
"SM-DD44D_S62_E1-50",33
"SM-DD44D_S63_E1-50",34
"SM-DD44D_S64_E1-50",33
"SM-DD44L_S01_E1-50",21
"SM-DD44L_S02_E1-50",22
"SM-DD44L_S03_E1-50",19
"SM-DD44L_S04_E1-50",9
"SM-DD44L_S05_E1-50",4
"SM-DD44L_S06_E1-50",16
"SM-DD44L_S08_E1-50",20
"SM-DD44L_S09_E1-50",4
"SM-DD44L_S10_E1-50",25
"SM-DD44L_S11_E1-50",21
"SM-DD44L_S12_E1-50",4
"SM-DD44L_S13_E1-50",19
"SM-DD44L_S14_E1-50",21
"SM-DD44L_S15_E1-50",4
"SM-DD44L_S16_E1-50",20
"SM-DD44L_S17_E1-50",3
"SM-DD44L_S18_E1-50",20
"SM-DD44L_S19_E1-50",19
"SM-DD44L_S20_E1-50",16
"SM-DD44L_S21_E1-50",23
"SM-DD44L_S22_E1-50",25
"SM-DD44L_S23_E1-50",9
"SM-DD44L_S24_E1-50",19
"SM-DD44L_S25_E1-50",17
"SM-DD44L_S26_E1-50",14
"SM-DD44L_S27_E1-50",11
"SM-DD44L_S28_E1-50",21
"SM-DD44L_S29_E1-50",17
"SM-DD44L_S30_E1-50",27
"SM-DD44L_S31_E1-50",4
"SM-DD44L_S32_E1-50",14
"SM-DD44L_S33_E1-50",2
"SM-DD44L_S34_E1-50",4
"SM-DD44L_S35_E1-50",14
"SM-DD44L_S36_E1-50",17
"SM-DD44L_S37_E1-50",4
"SM-DD44L_S38_E1-50",4
"SM-DD44L_S39_E1-50",12
"SM-DD44L_S40_E1-50",17
"SM-DD44L_S41_E1-50",9
"SM-DD44L_S42_E1-50",3
"SM-DD44L_S43_E1-50",4
"SM-DD44L_S44_E1-50",7
"SM-DD44L_S45_E1-50",29
"SM-DD44L_S46_E1-50",17
"SM-DD44L_S47_E1-50",7
"SM-DD44L_S48_E1-50",12
"SM-DD44N_S01_E1-50",4
"SM-DD44N_S02_E1-50",24
"SM-DD44N_S03_E1-50",19
"SM-DD44N_S04_E1-50",21
"SM-DD44N_S05_E1-50",4
"SM-DD44N_S06_E1-50",19
"SM-DD44N_S07_E1-50",15
"SM-DD44N_S08_E1-50",23
"SM-DD44N_S09_E1-50",19
"SM-DD44N_S10_E1-50",21
"SM-DD44N_S11_E1-50",19
"SM-DD44N_S12_E1-50",16
"SM-DD44N_S13_E1-50",20
"SM-DD44N_S14_E1-50",9
"SM-DD44N_S15_E1-50",20
"SM-DD44N_S17_E1-50",2
"SM-DD44N_S18_E1-50",17
"SM-DD44N_S19_E1-50",21
"SM-DD44N_S20_E1-50",4
"SM-DD44N_S21_E1-50",3
"SM-DD44N_S22_E1-50",4
"SM-DD44N_S23_E1-50",27
"SM-DD44N_S24_E1-50",15
"SM-DD44N_S25_E1-50",2
"SM-DD44N_S26_E1-50",7
"SM-DD44N_S27_E1-50",4
"SM-DD44N_S28_E1-50",11
"SM-DD44N_S29_E1-50",6
"SM-DD44N_S30_E1-50",4
"SM-DD44N_S31_E1-50",21
"SM-DD44N_S32_E1-50",14
"SM-DD44N_S33_E1-50",27
"SM-DD44N_S34_E1-50",15
"SM-DD44N_S35_E1-50",25
"SM-DD44N_S36_E1-50",1
"SM-DD44N_S37_E1-50",10
"SM-DD44N_S38_E1-50",9
"SM-DD44N_S39_E1-50",11
"SM-DD44N_S40_E1-50",15
"SM-DD44N_S41_E1-50",7
"SM-DD44N_S42_E1-50",27
"SM-DD44N_S43_E1-50",10
"SM-DD44N_S44_E1-50",29
"SM-DD44N_S45_E1-50",9
"SM-DD44N_S46_E1-50",17
"SM-DD44N_S47_E1-50",17
"SM-DD44N_S48_E1-50",12
"SM-DD44N_S49_E1-50",33
"SM-DD44N_S50_E1-50",34
"SM-DD44N_S51_E1-50",33
"SM-DD44N_S52_E1-50",33
"SM-DD44N_S53_E1-50",33
"SM-DD44N_S54_E1-50",33
"SM-DD44N_S55_E1-50",33
"SM-DD44N_S56_E1-50",33
"SM-DD44O_S01_E1-50",33
"SM-DD44O_S02_E1-50",33
"SM-DD44O_S03_E1-50",62
"SM-DD44O_S04_E1-50",33
"SM-DD44O_S05_E1-50",33
"SM-DD44O_S06_E1-50",33
"SM-DD44O_S07_E1-50",33
"SM-DD44O_S08_E1-50",33
"SM-DD44O_S09_E1-50",36
"SM-DD44O_S10_E1-50",34
"SM-DD44O_S11_E1-50",33
"SM-DD44O_S12_E1-50",33
"SM-DD44O_S13_E1-50",33
"SM-DD44O_S14_E1-50",35
"SM-DD44O_S15_E1-50",33
"SM-DD44O_S16_E1-50",33
"SM-DD44P_S48_E1-50",55
"SM-DD44P_S49_E1-50",55
"SM-DD44P_S50_E1-50",53
"SM-DD44P_S51_E1-50",55
"SM-DD44P_S52_E1-50",55
"SM-DD44P_S53_E1-50",53
"SM-DD44P_S54_E1-50",53
"SM-DD44P_S55_E1-50",55
"SM-DD44P_S56_E1-50",54
"SM-DD44P_S57_E1-50",54
"SM-DD44P_S58_E1-50",52
"SM-DD44P_S59_E1-50",55
"SM-DD44P_S60_E1-50",55
"SM-DD44P_S61_E1-50",53
"SM-DD44P_S62_E1-50",54
"SM-DD44P_S63_E1-50",54
"SM-DD44P_S64_E1-50",53
"SM-DD44Q_S65_E1-50",53
"SM-DD44Q_S66_E1-50",52
"SM-DD44Q_S67_E1-50",55
"SM-DD44Q_S68_E1-50",55
"SM-DD44Q_S69_E1-50",52
"SM-DD44Q_S70_E1-50",52
"SM-DD44Q_S71_E1-50",55
"SM-DD44Q_S72_E1-50",55
"SM-DD44Q_S80_E1-50",55
"SM-DD44R_S57_E1-50",54
"SM-DD44R_S58_E1-50",57
"SM-DD44R_S59_E1-50",54
"SM-DD44R_S60_E1-50",54
"SM-DD44R_S63_E1-50",55
"SM-DD44R_S64_E1-50",61
"SM-DD44R_S68_E1-50",53
"SM-DD44R_S69_E1-50",53
"SM-DD44R_S70_E1-50",53
"SM-DD44R_S71_E1-50",56
"SM-DD44R_S72_E1-50",55
"SM-DD44S_S81_E1-50",55
"SM-DD44S_S82_E1-50",55
"SM-DD44S_S83_E1-50",54
"SM-DD44S_S84_E1-50",53
"SM-DD44S_S85_E1-50",53
"SM-DD44S_S86_E1-50",54
"SM-DD44S_S87_E1-50",54
"SM-DD44S_S88_E1-50",59
"SM-DD44S_S89_E1-50",54
"SM-DD44S_S90_E1-50",55
"SM-DD44S_S91_E1-50",53
"SM-DD44S_S92_E1-50",55
"SM-DD44S_S93_E1-50",53
"SM-DD44S_S94_E1-50",55
"SM-DD44S_S95_E1-50",53
"SM-DD44S_S96_E1-50",55
"SM-GE631_S001_E1-50",53
"SM-GE631_S002_E1-50",55
"SM-GE631_S003_E1-50",54
"SM-GE631_S004_E1-50",53
"SM-GE631_S005_E1-50",54
"SM-GE631_S006_E1-50",53
"SM-GE631_S007_E1-50",52
"SM-GE631_S008_E1-50",55
"SM-GE631_S009_E1-50",53
"SM-GE631_S010_E1-50",53
"SM-GE631_S011_E1-50",55
"SM-GE631_S012_E1-50",53
"SM-GE631_S013_E1-50",54
"SM-GE631_S014_E1-50",52
"SM-GE631_S015_E1-50",54
"SM-GE631_S016_E1-50",55
"SM-GE631_S107_E1-50",52
"SM-GE631_S108_E1-50",52
"SM-GE631_S109_E1-50",52
"SM-GE631_S110_E1-50",56
"SM-GE631_S111_E1-50",54
"SM-GE631_S112_E1-50",53
"SM-GE63U_S002_E1-50",54
"SM-GE63U_S003_E1-50",54
"SM-GE63U_S004_E1-50",52
"SM-GE63U_S005_E1-50",55
"SM-GE63U_S006_E1-50",55
"SM-GE63U_S007_E1-50",55
"SM-GE63U_S008_E1-50",55
"SM-GE63U_S009_E1-50",53
"SM-GE63U_S010_E1-50",52
"SM-GE63U_S011_E1-50",55
"SM-GE63U_S012_E1-50",53
"SM-GE63U_S013_E1-50",53
"SM-GE63U_S014_E1-50",52
"SM-GE63U_S015_E1-50",53
"SM-GE63U_S016_E1-50",53
"SM-GE63U_S017_E1-50",55
"SM-GE63U_S018_E1-50",52
"SM-GE63U_S019_E1-50",53
"SM-GE63U_S020_E1-50",54
"SM-GE63U_S021_E1-50",54
"SM-GE63U_S022_E1-50",55
"SM-GE63U_S023_E1-50",54
"SM-GE63U_S024_E1-50",55
"SM-GE63U_S025_E1-50",54
"SM-GE63U_S026_E1-50",52
"SM-GE63U_S027_E1-50",54
"SM-GE63U_S028_E1-50",54
"SM-GE63U_S029_E1-50",53
"SM-GE63U_S030_E1-50",56
"SM-GE63U_S031_E1-50",53
"SM-GE63U_S032_E1-50",54
"SM-GE63U_S033_E1-50",55
"SM-GE63U_S034_E1-50",53
"SM-GE63U_S035_E1-50",54
"SM-GE63U_S036_E1-50",52
"SM-GE63U_S037_E1-50",53
"SM-GE63U_S038_E1-50",55
"SM-GE63U_S039_E1-50",56
"SM-GE63U_S040_E1-50",54
"SM-GE63U_S041_E1-50",54
"SM-GE63U_S042_E1-50",54
"SM-GE63U_S097_E1-50",54
"SM-GE63U_S098_E1-50",53
"SM-GE63U_S099_E1-50",54
"SM-GE63U_S101_E1-50",54
"SM-GE63U_S102_E1-50",53
"SM-GE63U_S103_E1-50",55
"SM-GE63U_S104_E1-50",55
"SM-GE63U_S105_E1-50",54
"SM-GE63U_S106_E1-50",55
"SM-GE63U_S107_E1-50",56
"SM-GE63U_S108_E1-50",54
"SM-GE63U_S109_E1-50",54
"SM-GE63U_S110_E1-50",53
"SM-GE63U_S111_E1-50",52
"SM-GE63U_S112_E1-50",54
"SM-GE63U_S113_E1-50",53
"SM-GE63U_S114_E1-50",54
"SM-GE63U_S115_E1-50",56
"SM-GE63U_S117_E1-50",54
"SM-GE63U_S118_E1-50",53
"SM-GE63U_S119_E1-50",54
"SM-GE63U_S120_E1-50",52
"SM-GE63K_S073_E1-50",54
"SM-GE63K_S074_E1-50",55
"SM-GE63K_S075_E1-50",55
"SM-GE63K_S076_E1-50",53
"SM-GE63K_S077_E1-50",53
"SM-GE63K_S078_E1-50",55
"SM-GE63K_S079_E1-50",54
"SM-GE63K_S080_E1-50",55
"SM-GE63K_S081_E1-50",55
"SM-GE659_S001_E1-50",54
"SM-GE659_S002_E1-50",55
"SM-GE659_S003_E1-50",54
"SM-GE659_S004_E1-50",52
"SM-GE659_S005_E1-50",55
"SM-GE659_S006_E1-50",56
"SM-GE659_S007_E1-50",53
"SM-GE659_S008_E1-50",54
"SM-GE659_S010_E1-50",53
"SM-GE659_S011_E1-50",55
"SM-GE659_S012_E1-50",54
"SM-GE659_S013_E1-50",54
"SM-GE659_S014_E1-50",56
"SM-GE659_S015_E1-50",53
"SM-GE659_S016_E1-50",54
"SM-GE65A_S133_E1-50",54
"SM-GE65A_S134_E1-50",61
"SM-GE65A_S135_E1-50",52
"SM-GE65A_S136_E1-50",52
"SM-GE65A_S137_E1-50",52
"SM-GE65A_S138_E1-50",61
"SM-GE65A_S139_E1-50",61
"SM-GE65A_S140_E1-50",56
"SM-GE65A_S141_E1-50",52
"SM-GE66H_S153_E1-50",54
"SM-GE66H_S154_E1-50",55
"SM-GE66H_S155_E1-50",57
"SM-GE66H_S156_E1-50",54
"SM-GE66H_S157_E1-50",53
"SM-GE66H_S158_E1-50",55
"SM-GE66H_S159_E1-50",52
"SM-GE66H_S160_E1-50",52
"SM-GE66H_S161_E1-50",56
"SM-GE66H_S162_E1-50",53
"SM-GE66H_S163_E1-50",54
"SM-GE66H_S164_E1-50",56
"SM-GE66H_S165_E1-50",54
"SM-GE66H_S166_E1-50",56
"SM-GE66H_S167_E1-50",59
"SM-GE66H_S168_E1-50",54
"SM-GE66H_S169_E1-50",53
"SM-GE66H_S170_E1-50",53
"SM-GE66H_S171_E1-50",53
"SM-GE66H_S172_E1-50",52
"SM-GE66H_S173_E1-50",55
"SM-GE66H_S174_E1-50",52
"SM-GE66H_S175_E1-50",54
"SM-GE66H_S176_E1-50",52
"SM-GE66H_S177_E1-50",53
"SM-GE66H_S178_E1-50",53
"SM-GE66H_S179_E1-50",56
"SM-GE66H_S180_E1-50",52
"SM-GE66H_S181_E1-50",56
"SM-GE66H_S182_E1-50",56
"SM-GE66H_S184_E1-50",56
"SM-GE66H_S185_E1-50",54
"SM-GE66H_S186_E1-50",60
"SM-GE66H_S187_E1-50",57
"SM-GE66H_S188_E1-50",53
"SM-GE66H_S189_E1-50",52
"SM-GE66H_S190_E1-50",53
"SM-GE66H_S191_E1-50",55
"SM-GE66H_S192_E1-50",48
"SM-GE666_S057_E1-50",54
"SM-GE666_S058_E1-50",55
"SM-GE666_S059_E1-50",57
"SM-GE666_S060_E1-50",54
"SM-GE666_S061_E1-50",53
"SM-GE666_S062_E1-50",55
"SM-GE666_S063_E1-50",52
"SM-GE666_S064_E1-50",52
"SM-GE666_S065_E1-50",56
"SM-GE666_S066_E1-50",53
"SM-GE666_S067_E1-50",54
"SM-GE666_S068_E1-50",56
"SM-GE666_S069_E1-50",54
"SM-GE666_S070_E1-50",56
"SM-GE666_S071_E1-50",59
"SM-GE666_S072_E1-50",56
"SM-GE666_S073_E1-50",53
"SM-GE666_S074_E1-50",53
"SM-GE666_S075_E1-50",53
"SM-GE666_S076_E1-50",52
"SM-GE666_S077_E1-50",55
"SM-GE666_S078_E1-50",52
"SM-GE666_S079_E1-50",54
"SM-GE666_S080_E1-50",52
"SM-GE666_S090_E1-50",60
"SM-GE666_S092_E1-50",53
"SM-GE666_S093_E1-50",52
"SM-GE666_S094_E1-50",53
"SM-GE666_S095_E1-50",55
"SM-GE666_S096_E1-50",48
"SM-GE668_S001_E1-50",54
"SM-GE668_S002_E1-50",57
"SM-GE668_S003_E1-50",53
"SM-GE668_S004_E1-50",52
"SM-GE668_S005_E1-50",52
"SM-GE668_S006_E1-50",53
"SM-GE668_S007_E1-50",54
"SM-GE668_S008_E1-50",53
"SM-GE668_S009_E1-50",52
"SM-GE668_S010_E1-50",53
"SM-GE668_S011_E1-50",52
"SM-GE668_S012_E1-50",53
"SM-GE668_S014_E1-50",55
"SM-GE668_S015_E1-50",56
"SM-GE668_S016_E1-50",53
"SM-GE65R_S121_E1-50",56
"SM-GE65R_S122_E1-50",54
"SM-GE65R_S123_E1-50",55
"SM-GE65R_S124_E1-50",52
"SM-GE65R_S125_E1-50",52
"SM-GE65R_S126_E1-50",53
"SM-GE65R_S127_E1-50",55
"SM-GE65R_S128_E1-50",53
"SM-GE65R_S129_E1-50",54
"SM-GE65R_S130_E1-50",54
"SM-GE65R_S131_E1-50",61
"SM-GE65R_S132_E1-50",53
"SM-GE65R_S133_E1-50",55
"SM-GE65R_S134_E1-50",53
"SM-GE65R_S135_E1-50",53
"SM-GE65R_S136_E1-50",54
"SM-GE65R_S137_E1-50",52
"SM-GE65R_S138_E1-50",57
"SM-GE65R_S139_E1-50",54
"SM-GE65R_S140_E1-50",54
"SM-GE65R_S141_E1-50",61
"SM-GE65R_S142_E1-50",61
"SM-GE65R_S143_E1-50",52
"SM-GE65R_S144_E1-50",54
"SM-GE65R_S145_E1-50",53
"SM-GE65R_S146_E1-50",53
"SM-GE65R_S147_E1-50",52
"SM-GE65R_S148_E1-50",54
"SM-GE65R_S149_E1-50",58
"SM-GE65R_S150_E1-50",60
"SM-GE65R_S151_E1-50",58
"SM-GE65R_S152_E1-50",53
"SM-GE65R_S153_E1-50",61
"SM-GE65R_S154_E1-50",54
"SM-GE65R_S155_E1-50",52
"SM-GE65R_S156_E1-50",53
"SM-GE65R_S157_E1-50",53
"SM-GE65R_S158_E1-50",53
"SM-GE65R_S159_E1-50",61
"SM-GE65R_S160_E1-50",61
"SM-GE65R_S161_E1-50",61
"SM-GE65R_S162_E1-50",53
"SM-GE65R_S163_E1-50",53
"SM-GE65R_S164_E1-50",52
"SM-GE65R_S165_E1-50",53
"SM-GE65R_S166_E1-50",61
"SM-GE65R_S167_E1-50",54
"SM-GE65R_S168_E1-50",61
"SM-GE65R_S177_E1-50",54
"SM-GE65R_S178_E1-50",52
"SM-GE65R_S179_E1-50",53
"SM-GE65R_S180_E1-50",56
"SM-GE65R_S181_E1-50",61
"SM-GE65R_S182_E1-50",5
"SM-GE65R_S183_E1-50",53
"SM-GE65R_S184_E1-50",13
"SM-GE65R_S185_E1-50",13
"SM-GE65R_S186_E1-50",55
"SM-GE65R_S187_E1-50",55
"SM-GE65R_S188_E1-50",61
"SM-GE65R_S189_E1-50",55
"SM-GE65R_S190_E1-50",54
"SM-GE65R_S191_E1-50",53
"SM-GE65R_S192_E1-50",12
"SM-GE65I_S097_E1-50",54
"SM-GE65I_S098_E1-50",54
"SM-GE65I_S099_E1-50",55
"SM-GE65I_S100_E1-50",4
"SM-GE65I_S101_E1-50",53
"SM-GE65I_S102_E1-50",55
"SM-GE65I_S103_E1-50",58
"SM-GE65I_S104_E1-50",58
"SM-GE65I_S113_E1-50",54
"SM-GE65I_S114_E1-50",60
"SM-GE65I_S115_E1-50",50
"SM-GE65I_S116_E1-50",53
"SM-GE65I_S117_E1-50",58
"SM-GE65I_S118_E1-50",53
"SM-GE65I_S119_E1-50",60
"SM-GE65I_S120_E1-50",59
"SM-GE65I_S121_E1-50",56
"SM-GE65I_S122_E1-50",52
"SM-GE65I_S123_E1-50",54
"SM-GE65I_S124_E1-50",52
"SM-GE65I_S125_E1-50",60
"SM-GE65I_S126_E1-50",61
"SM-GE65I_S127_E1-50",60
"SM-GE65I_S128_E1-50",61
"SM-GE65I_S129_E1-50",56
"SM-GE65I_S130_E1-50",56
"SM-GE65I_S131_E1-50",52
"SM-GE65I_S132_E1-50",53
"SM-GE65I_S133_E1-50",53
"SM-GE65I_S135_E1-50",6
"SM-GE65I_S136_E1-50",56
"SM-GE65I_S137_E1-50",52
"SM-GE65I_S138_E1-50",55
"SM-GE65I_S139_E1-50",52
"SM-GE65I_S140_E1-50",61
"SM-GE65I_S141_E1-50",56
"SM-GE65I_S142_E1-50",57
"SM-GE65I_S143_E1-50",53
"SM-GE65I_S144_E1-50",54
"SM-GE8ZO_S041_E1-50",59
"SM-GE8ZO_S042_E1-50",55
"SM-GE8ZO_S043_E1-50",49
"SM-GE8ZO_S044_E1-50",52
"SM-GE8ZO_S045_E1-50",52
"SM-GE8ZO_S046_E1-50",61
"SM-GE8ZO_S047_E1-50",48
"SM-GE8ZO_S048_E1-50",50
"SM-GE8ZO_S049_E1-50",52
"SM-GE8ZO_S050_E1-50",55
"SM-GE8ZO_S051_E1-50",53
"SM-GE8ZO_S052_E1-50",54
"SM-GE8ZO_S053_E1-50",53
"SM-GE8ZO_S054_E1-50",55
"SM-GE8ZO_S055_E1-50",54
"SM-GE8ZO_S056_E1-50",53
"SM-GE8ZO_S057_E1-50",52
"SM-GE8ZO_S058_E1-50",55
"SM-GE8ZO_S059_E1-50",53
"SM-GE8ZO_S060_E1-50",53
"SM-GE8ZO_S061_E1-50",53
"SM-GE8ZO_S062_E1-50",54
"SM-GE8ZO_S063_E1-50",53
"SM-GE8ZO_S064_E1-50",56
"SM-GE8ZO_S090_E1-50",53
"SM-GE8ZO_S091_E1-50",52
"SM-GE8ZO_S092_E1-50",61
"SM-GE67S_S025_E1-50",25
"SM-GE67S_S026_E1-50",29
"SM-GE67S_S027_E1-50",28
"SM-GE67S_S028_E1-50",25
"SM-GE67S_S029_E1-50",25
"SM-GE67S_S030_E1-50",25
"SM-GE67S_S031_E1-50",25
"SM-GE67S_S032_E1-50",24
"SM-GE67S_S033_E1-50",25
"SM-GE67S_S034_E1-50",27
"SM-GE67S_S035_E1-50",25
"SM-GE67S_S036_E1-50",25
"SM-GE67S_S037_E1-50",25
"SM-GE67S_S038_E1-50",28
"SM-GE67S_S039_E1-50",25
"SM-GE67S_S040_E1-50",25
"SM-GE67S_S041_E1-50",25
"SM-GE67S_S042_E1-50",28
"SM-GE67S_S043_E1-50",25
"SM-GE67S_S044_E1-50",25
"SM-GE67S_S045_E1-50",28
"SM-GE67S_S046_E1-50",25
"SM-GE67S_S047_E1-50",25
"SM-GE67S_S048_E1-50",25
"SM-GE67S_S049_E1-50",25
"SM-GE67S_S050_E1-50",25
"SM-GE67S_S051_E1-50",25
"SM-GE67S_S052_E1-50",25
"SM-GE67S_S053_E1-50",25
"SM-GE67S_S054_E1-50",25
"SM-GE67S_S055_E1-50",25
"SM-GE67S_S056_E1-50",25
"SM-GE67S_S057_E1-50",25
"SM-GE67S_S058_E1-50",25
"SM-GE67S_S059_E1-50",25
"SM-GE67S_S060_E1-50",44
"SM-GE67S_S061_E1-50",25
"SM-GE67S_S062_E1-50",28
"SM-GE67S_S063_E1-50",25
"SM-GE67S_S064_E1-50",28
"SM-GE67S_S073_E1-50",25
"SM-GE67S_S074_E1-50",25
"SM-GE67S_S075_E1-50",26
"SM-GE67S_S076_E1-50",25
"SM-GE67S_S077_E1-50",25
"SM-GE67S_S078_E1-50",25
"SM-GE67S_S079_E1-50",28
"SM-GE67S_S080_E1-50",25
"SM-GE67S_S081_E1-50",28
"SM-GE67S_S082_E1-50",25
"SM-GE67S_S083_E1-50",28
"SM-GE67S_S084_E1-50",25
"SM-GE67S_S085_E1-50",25
"SM-GE67S_S086_E1-50",58
